name,state,address,notes,display_order,status
RIGHTSIGHT SPECIALIST EYE CENTRE,Lagos,38 AGO PALACE WAY OKOTA,City/Town: Okota | LGA: Oshodi-Isolo | Category: Tier 5 | Service: Optical,0,active
ME CURE OPTICAL,Lagos,MECURE HOUSE DEBO INDUSTALI ESTATE OSHODI,City/Town: Oshodi | LGA: Oshodi-Isolo | Category: Tier 1 | Service: Optical,0,active
EYE MASTERS EYE CLINIC - PALM GROVE,Lagos,"208, Ikorodu Road By Palmgrove Bus-stop Shomolu",City/Town: Palm Grove | LGA: Shomolu | Category: Tier 1 | Service: Optical,0,active
RAPHA EYE CLINIC,Lagos,66a TEJUOSHO STREET OFF BARRACK BUS STOP SURULERE,City/Town: Surulere | LGA: Surulere | Category: Tier 1 | Service: Optical,0,active
SMILEY OPTICALS SERVICES - LAGOS,Lagos,92 Adeniran Ogunsanya Street. Opp. Polaris Bank. Surulere,City/Town: Surulere | LGA: Surulere | Category: Tier 1 | Service: Optical,0,active
ST EDMUNDS CLINIC & EYE HOSPITAL LTD - SURULERE,Lagos,"12 Salawu Street, Off Karimu Street, Ojuelegba Surulere",City/Town: Surulere | LGA: Surulere | Category: Tier 1 | Service: Optical,0,active
MEGA VISION - YABA,Lagos,"3, HUGHES AVENUE ALAGOMAJI YABA",City/Town: Yaba | LGA: LagosMainland | Category: Tier 1 | Service: Optical,0,active
IHOUSE OPTICAL AND DENTAL CLINIC LTD - SURULERE,Lagos,"8, Afric Road Iponri ,Surulere",City/Town: Surulere | LGA: Surulere | Category: Tier 1 | Service: Optical,0,active
IHOUSE OPTICAL AND DENTAL CLINIC - AGBARA,Lagos,"Blk 35, plot c, area 4. Opic estate. Agbara",City/Town: Agbara | LGA: Badagry | Category: Tier 1 | Service: Optical,0,active
Hova's Place Eye Care & Surgery centre,Lagos,"301 Road, House 8, Opposite A Close, 3rd Avenue, Festac Town.",City/Town: Festac Town | LGA: Amuwo-Odofin | Category: Tier 1 | Service: Optical,0,active
MALENS DIAGNOSTIC SOLUTIONS - OPTICAL & DENTAL CLINIC,Lagos,"137 Ijede Road, opposite St Raphael Divine Mercy specialist Hospital, Cele bustop, Ikorodu, Lagos state",City/Town: Ijede Road | LGA: Ikorodu | Category: Tier 1 | Service: Optical; also: Dental,0,active
IMPROVISION CARE CENTRE,Lagos,"8 Adelabu Close, opposite Custom training school, Opebi, Ikeja, Lagos, Nigeria",City/Town: Opebi ikeja | LGA: Ikeja | Category: Tier 1 | Service: Optical,0,active
RHEMAHAD EYE CLINIC,Lagos,First Bank bus stop kudirat abiola way oregun beside yard 158 opposite Citadel Community Church,City/Town: Oregun | LGA: ikeja | Category: Tier 1 | Service: Optical,0,active
FOLUX EYE CLINIC,Lagos,"124 Iyana Isashi Road, Clinic Bus stop, Iyana Isashi, Ojo , Lagos State",City/Town: Ojo | LGA: Ojo | Category: Tier 2 | Service: Optical,0,active
Vivid Vision Eye Clinic Ltd,Lagos,"10B MABINUORI DAWODU STREET, BY CHARLY BUS-STOP, GBAGADA PHASE 1, GBAGADA LAGOS",City/Town: Gbagada | LGA: Shomolu | Category: Tier 1 | Service: Optical,0,active
OPTILENS EYE CARE,Lagos,"9,Olatunde Close off Falolu Road",City/Town: Surulere | LGA: Surulere | Category: Tier 2 | Service: Optical,0,active
EYE DIAGNOSTIC OPTICAL SERVICES CENTRE LTD - IKEJA,Lagos,"11, ADEBOYE SOLANKE STREET, OFF ALLEN AVENUE BY FIRST BANK BUS-STOP, IKEJA",City/Town: IKEJA | LGA: IKEJA | Category: Tier 1 | Service: Optical,0,active
DORO EYE CLINIC,Lagos,"5th Avenue, 52 Road Junction, Gowon Estate, Egbeda, Lagos.",City/Town: Egbeda | LGA: Alimosho | Category: Tier 1 | Service: Optical,0,active
CLASSY VISION OPTICALS,Lagos,"63 St Finbar’s road, Akoka and 18 Oluwakemi str, Alapere, Lagos",City/Town: Ketu | LGA: Kosefe | Category: Tier 1 | Service: Optical,0,active
CHAMY EYE CLINIC & OPTICAL SERVICES,Lagos,"214, Ipaja road Akinyele bus/stop, Ipaja Lagos",City/Town: Ipaja | LGA: Alimosho | Category: Tier 1 | Service: Optical,0,active
CLASSY VISION OPTICALS - ALAPERE,Lagos,"18 Oluwakemi str, Alapere, Ketu.",City/Town: Alapere | LGA: Kosofe | Category: Tier 1 | Service: Optical,0,active
THE EYE DOCTOR - IKEJA,Lagos,"60, Toyin Street, Ikeja, Lagos.",City/Town: IKEJA | LGA: Ikeja | Category: Tier 5 | Service: Optical,0,active
THE EYE DOCTOR -Yaba,Lagos,"Amazing Grace Plaza, 23, Hughes Avenue, Alagomeji, Yaba Lagos",City/Town: Yaba | LGA: Lagos manland | Category: Tier 5 | Service: Optical,0,active
SIGHTCITY EYE CLINIC - MARYLAND,Lagos,"/IBTC Building,10 Mobolaji Bank Anthony way,opposite sophisticat,Maryland,Ikeja,Lagos","City/Town: Maryland,Ikeja, | LGA: Ikeja | Category: Tier 1 | Service: Optical",0,active
THE EYE DOCTOR - GABAGADA,Lagos,"Plot 11, General Hospital Road, Gbagada",City/Town: Gagbada | LGA: Kosofe | Category: Tier 5 | Service: Optical,0,active
EYE FOUNDATION HOSPITAL - IKORODU,Lagos,"1, Lagos 40 Shagamu Road Ikorodu Lagos.",City/Town: Ikorodu | LGA: Ikorodu | Category: Tier 5 | Service: Optical,0,active
FORST EYE CLINIC - OGBA (HEAD OFFICE),Lagos,"14, Kayode Street Caterpillar Bus Stop off ijaiye road, between tastee fried chicken, ogba ikeja",City/Town: Ogba | LGA: Ikeja | Category: Tier 1 | Service: Optical,0,active
FORST EYE CLINIC - FESTAC TOWN,Lagos,"5th Avenue, House 1, U Close, Festac Town, Lagos.",City/Town: Festac Town | LGA: Amuwo-Odofin | Category: Tier 1 | Service: Optical,0,active
FORST EYE CLINIC - SURULERE,Lagos,"No 3 Onisemo Street, by Adegoke Gate, Near Masha Bus-Stop, Opposite X-Serve Children’s Hospital, Surulere, Lagos.",City/Town: Surulere | LGA: Surulere | Category: Tier 1 | Service: Optical,0,active
FORST EYE CLINIC - AGBARA BRANCH,Lagos,"km 32, Badagry Express Road, Mobil Filling Station, Marogbo - Agbara Bus Stop, PHONE NUMBER: 08186992818, 08033435554",City/Town: AGABRA | LGA: Agbara | Category: Tier 1 | Service: Optical,0,active
VISION PRIDE EYE CARE,Lagos,"SUITE2 GROUND FLOOR, TARLINK GLOBAL HOUSE 8/10 SALAMOTU ENIOLA STREET ILASAMAJA, LAGOS",City/Town: Ilasamaja | LGA: Mushin | Category: Tier 1 | Service: Optical,0,active
PEAK EYE CARE - IKORODU,Lagos,"260 Lagos road pharmacy bus-stop, ikorodu",City/Town: Ikorodu | LGA: Ikorodu | Category: Tier 1 | Service: Optical,0,active
PEAK EYE CARE - KETU,Lagos,"44,ikosi Road, ikosi-ketu shopping mall",City/Town: Ketu | LGA: Kosofe | Category: Tier 1 | Service: Optical,0,active
PEAK EYE CARE - IKEJA GRA,Lagos,"37,Joel Ogunnaike street, ikeja Lagos.",City/Town: Ikeja | LGA: Ikeja | Category: Tier 1 | Service: Optical,0,active
MAXI SPECIALIST EYE - LAGOS,Lagos,"113,ALLEN AVENUE OPPOSITE ALADE MARKET, BESIDE TANTALIZER AND UNIVERSITY OF SUYA.",City/Town: Ikeja | LGA: Ikeja | Category: Tier 1 | Service: Optical,0,active
BELVISION EYE CARE - AJAO,Lagos,"NO 8 Lateef Salami Street, God's Glory Plaza, Ajao Estate.",City/Town: Ajao | LGA: Oshodi-Isolo | Category: Tier 1 | Service: Optical,0,active
BELVISION EYE CARE - MAFOLUKU,Lagos,"107 Mafoluku street, beside Domino, Mafoluku",City/Town: Mafoluku | LGA: Oshodi | Category: Tier 1 | Service: Optical,0,active
ROYALSPECS EYE CLINIC LTD,Lagos,"No 53 Itire Rd, Surulere, Lagos. (Opp. Domino's Pizza off Mobil filling station)",City/Town: Surulere | LGA: Surulere | Category: Tier 1 | Service: Optical,0,active
VISIONSTARS EYE CLINIC,Lagos,Olivia Mall plot 334 Rafiu Babatunde Tinubu Road Amuwo Odofin,City/Town: Amuwo Odofin | LGA: Amuwo Odofin | Category: Tier 1 | Service: Optical,0,active
VISTA EYE CENTRE,Lagos,"7A IKORODU ROAD, MARYLAND BAALES PALACE, BEHIND MARYLAND BRT BUS STOP",City/Town: Maryland | LGA: Kosofe | Category: Tier 1 | Service: Optical,0,active
ENNY EYE CARE,Lagos,"Suite 3-4, Amethyst Block All Sesaon Plaza ,Opposite Cadbury, 24, Lateef Jakande Road, Agidingbi Ikeja, Lagos","City/Town: AGIDINGBI, IKEJA | LGA: Ikeja | Category: Tier 1 | Service: Optical",0,active
DREAM SAVERS EYECARE - ILUPEJU,Lagos,"51 Coker Rd, next to The Roundabout, Ilupeju, Lagos State",City/Town: Ilupeju | LGA: Mushin | Category: Tier 2 | Service: Optical,0,active
DREAM SAVERS EYECARE - IKEJA,Lagos,"42 Oduduwa Crescent, Ikeja GRA, Ikeja 101233, Lagos",City/Town: Ikeja GRA | LGA: Ikeja | Category: Tier 2 | Service: Optical,0,active
HEPHZIBAH EYE CARE - AMUWO ODOFIN,Lagos,"Saviors House by Maxxis Tyres,Apple Junction (Festac Link Road) same building as NSITF.",City/Town: Amuwo-Odofin | LGA: Amuwo-Odofin | Category: Tier 1 | Service: Optical,0,active
HEPHZIBAH EYE CARE-IKEJA,Lagos,"27 Wemco road, beside NSITF building, Opposite Triple cross college (turn off Agidingbi Road at Domino's Pizza) Ogba,",City/Town: Ikeja | LGA: Ikeja | Category: Tier 1 | Service: Optical,0,active
HEPHZIBAH EYE CARE-SURULERE,Lagos,"55 Adelabu Street,Off Masha B/Stop, Surulere Lagos.",City/Town: Surulere | LGA: Surulere | Category: Tier 1 | Service: Optical,0,active
HEPHZIBAH EYE CARE - ISHERI/IDINMU,Lagos,"365,Isheri-Idimu ikotun Road ,Opposite St Peter's Anglican church,Isheri Alimosho,Lagos.",City/Town: Iseri/Idimu | LGA: Alimosho | Category: Tier 1 | Service: Optical,0,active
HEPHZIBAH EYE CARE-AGEGE-OKOOBA,Lagos,"359 Old Abeokuta Road beside DSTV office, Opposite Oko oba Scheme 1 G.R.A, Oko oba, Agege. Lagos",City/Town: Agege | LGA: Agege | Category: Tier 1 | Service: Optical,0,active
OPTIMIST DENTAL CLINIC,Lagos,"147/149,EKORO ROAD,POPOOLA B/STOP,OPPOSITE ROVERS HOTEL,ABULE-EGBA,LAGOS.",City/Town: Abule-Egba | LGA: Alimosho | Category: Tier 1 | Service: Dental,0,active
PEVE DENTAL CLINIC - AGEGE,Lagos,"51,iju road pen cinema, Agege.",City/Town: Agege | LGA: Agege | Category: Tier 1 | Service: Dental,0,active
IHOUSE OPTICAL AND DENTAL CLINIC LTD,Lagos,"Blk 35, plot c, area 4. Opic estate. Agbara",City/Town: Agbara | LGA: Badagry | Category: Tier 1 | Service: Dental,0,active
OLLYTON DENTAL CLINIC,Lagos,"3A, Awoniyi Elemo Street, Ajao Estate",City/Town: Ajao-Estate | LGA: Oshodi-Isolo | Category: Tier 1 | Service: Dental,0,active
TOOTHCOM,Lagos,"plot 352 durbar road,beside affordable supermarket, Amuwo -odofin",City/Town: AMUWO ODOFIN | LGA: Amuwo-Odofin | Category: Tier 1 | Service: Dental,0,active
DENTAL PLUS LIMITED,Lagos,No 2 deji odunuga street Anthony village,City/Town: Anthony Village | LGA: Kosofe | Category: Tier 1 | Service: Dental,0,active
RJOLAD DENTAL AND MAXILLOFACIAL SURGERY CLINIC,Lagos,"NO1 AKINDELE STREET, GBAGADA, BARIGA, LAGOS",City/Town: Bariga | LGA: Ifako-Ijaye | Category: Tier 1 | Service: Dental,0,active
KOPUL DENTAL CLINIC,Lagos,"Amuwo odofin maternal and child hospital,first avenue by first gate,festac Town",City/Town: Festac Town | LGA: Amuwo-Odofin | Category: Tier 1 | Service: Dental,0,active
RABBONI DENTAL FESTAC,Lagos,"21 ROAD G CLOSE HOUSE 2 FESTAC TOWN, LAGOS",City/Town: Festac Town | LGA: Amuwo-Odofin | Category: Tier 1 | Service: Dental,0,active
SIGNATURE SMILE DENTAL CLINIC,Lagos,"His Glory Center 32, Diya Street, Gbagada, Lagos Sate",City/Town: Gbagada | LGA: Kosofe | Category: Tier 1 | Service: Dental,0,active
GT DENTAL SPECIALIST LTD,Lagos,"42 Association Avenue, Ilupeju",City/Town: Ilupeju | LGA: Mushin | Category: Tier 1 | Service: Dental,0,active
BEACONHILL SMILE CLINIC IKEJA,Lagos,"50-52, TOYIN STREET , IKEJA",City/Town: Ikeja | LGA: Ikeja | Category: Tier 1 | Service: Dental,0,active
BREEZE SMILE DENTAL SPECIALIST CLINIC,Lagos,"NIKKY AFRICANA PLAZA, 70C ALLEN AVENUE, OPP MTN/UBA BANK, IKEJA",City/Town: Ikeja | LGA: Ikeja | Category: Tier 1 | Service: Dental,0,active
SOLID ROCK HOSPITAL DENTAL CLINIC,Lagos,"6, Akinsanya Street, Ojodu",City/Town: Ikeja | LGA: Ikeja | Category: Tier 5 | Service: Dental,0,active
DIVINE DENTAL HOME - IKORODU,Lagos,"91B LAGOS ROAD,LAGOS INTERNAL REVENUE TAX OFFICE, Ikorodu",City/Town: Ikorodu | LGA: Ikorodu | Category: Tier 1 | Service: Dental,0,active
BLUECARE DENTAL CLINIC,Lagos,63 ODUDUWA STREET ODUDUWA BUS STOP OFF GOVERNOR ROAD IKOTUN LAGOS,City/Town: Ikotun | LGA: Ikotun | Category: Tier 1 | Service: Dental,0,active
FINESSE SPECIALIST DENTAL CLINICS & SURGERY- IYANA IPAJA,Lagos,Gbangbola house 109 Abeeokuta expressway Adealu bustop Iyana lagos,City/Town: Iyana-Ipaja | LGA: Alimosho | Category: Tier 1 | Service: Dental,0,active
ORTHOPLUS DENTAL,Lagos,"M0 Mobolaji Bank Anthony Way, Maryland, Lagos MARYLAND IKEJA NEAR BUS STOP ONIGBONGBO",City/Town: Maryland | LGA: Ikeja | Category: Tier 4 | Service: Dental,0,active
DE TWIST DENTAL SPECIALISTS CLINIC,Lagos,PLOT 1 BLOCK 21A ABBA SAGOE ROAD ON CMD ROAD OPPOSITE THE OTEDOLA BRIDGE,City/Town: Magodo | LGA: Kosofe | Category: Tier 3 | Service: Dental,0,active
PLATINUM DENTAL SURGERY,Lagos,"106, Aladelola Street, Ikosi-Magodo, Lagos",City/Town: Magodo | LGA: Kosofe | Category: Tier 1 | Service: Dental,0,active
DIVINE DENTAL HOME- MUSHIN,Lagos,"116, Rolas complex opposite total filling station Mushin Road Isolo , Lagos",City/Town: Mushin | LGA: Mushin | Category: Tier 1 | Service: Dental,0,active
RENAY DENTAL CLINIC,Lagos,"No 52 Ogudu Rd, Pako Bus Stop Ogudu GRA, Lagos",City/Town: Ogudu | LGA: Kosofe | Category: Tier 1 | Service: Dental,0,active
PEVE DENTAL CLINIC - OMOLE PHASE 2,Lagos,"PLOT 781, SOMIDE ODUJIRIN AVENUE, AFTER MEROS PLAZA, OMOLE PHASE 2, LAGOS",City/Town: Omole Phase 2 | LGA: Kosofe | Category: Tier 1 | Service: Dental,0,active
AIRE DENTAL CLINIC,Lagos,"30 Enitan Street, Aguda, Surulere, Lagos",City/Town: Surulere | LGA: Surulere | Category: Tier 1 | Service: Dental,0,active
KOTS INTEGRATED SERVICES,Lagos,"104, OGUNLANA DRIVE SURULERE LAGOS",City/Town: Surulere | LGA: Surulere | Category: Tier 1 | Service: Dental,0,active
ROBERTS DENTAL,Lagos,"NO 19 OGUNLANA DRIVE,OFF OJUELEGBA, LAWANSON RD",City/Town: Surulere | LGA: Surulere | Category: Tier 1 | Service: Dental,0,active
ROPERB DENTAL CLINIC - SURULERE,Lagos,"at 47, Adelabu Street, Off Masha Roundabout, Surulere, Lagos.",City/Town: Surulere | LGA: Surulere | Category: Tier 1 | Service: Dental,0,active
ASMAN DENTAL CLINIC,Lagos,"10, Barikisu Iyede Street, Onike Roundabout, Yaba, Lagos",City/Town: Yaba | LGA: LagosMainland | Category: Tier 1 | Service: Dental,0,active
FIRST MOBILE DENTAL CARE,Lagos,44B MONTGOMERY ROAD,City/Town: Yaba | LGA: LagosMainland | Category: Tier 1 | Service: Dental,0,active
OASIS DENTAL CLINIC LTD,Lagos,"10B MABINUORI DAWODU STREET, BY CHARLY BOY BUS-STOP, GBAGADA PHASE 1, GBAGADA LAGOS",City/Town: Gbagada | LGA: Shomolu | Category: Tier 1 | Service: Dental,0,active
AMANADEL DENTAL CLINIC -AGO PALACE,Lagos,"1,Lateef Aregbe street, Ago Palance",City/Town: Ago- Palace | LGA: Oshodi-Isolo | Category: Tier 2 | Service: Dental,0,active
AMANADEL DENTAL CLINIC - AMUWO-ODOFIN,Lagos,"Lilly Estate Plot 7A Ausbeth Ajaju street, Amuwo-odofin",City/Town: Amuwo-odofin | LGA: Amuwo-odofin | Category: Tier 2 | Service: Dental,0,active
AMANADEL DENTAL CLINIC - EJIGBO,Lagos,"64, Ailegun Road, opposite New Romeo & Juliet. Ejigbo Lagos.",City/Town: Ejigbo | LGA: Alimosho | Category: Tier 2 | Service: Dental,0,active
BLANCHE DENTAL CLINIC - IKEJA,Lagos,"7 JOSEPH STREET, OFF OPEBI LINK BRIDGE, IKEJA",City/Town: Ikeja | LGA: IKEJA | Category: Tier 1 | Service: Dental,0,active
SMARTBAY DENTAL CLINIC,Lagos,"76 TOS Road (Beach Road Ebute) Opposite Mobil filling Station,General Hospital Road, Ebute, Ikorodu,Lagos State",City/Town: Ikorodu | LGA: Ikorodu | Category: Tier 1 | Service: Dental,0,active
FIRST CONSULTANT DENTAL CLINIC,Lagos,"20/22 ILUPEJU BYE PASS, ILUPEJU ESTATE, LAGOS",City/Town: Ilupeju | LGA: Mushin | Category: Tier 1 | Service: Dental,0,active
VITAL HOPE DENTAL CLINIC,Lagos,"107 a, Adeniyi Jones medplus pharmacy and eye clinic building,Ikeja, lagos",City/Town: Ikeja | LGA: IKEJA | Category: Tier 1 | Service: Dental,0,active
SCHUBBS DENTAL CLINICS - APAPA,Lagos,"5, Douala Road , Apapa Lagos",City/Town: Apapa | LGA: Apapa | Category: Tier 5 | Service: Dental,0,active
SCHUBBS DENTAL CLINICS - IKEJA,Lagos,"11, Isaac John Street Ikeja GRA, Lagoa",City/Town: Ikeja GRA | LGA: Ikeja | Category: Tier 5 | Service: Dental,0,active
DENTAL PLUS LTD - SURULERE,Lagos,"41, Deji Odunuga Street, Off bode Thomas road, Surulere",City/Town: Surulere | LGA: Surulere | Category: Tier 1 | Service: Dental,0,active
AL-SADIQ MEMORIAL HOSPITAL,Lagos,NO 12 AYISAT STREET 4KOSO KETFE MILE 12 KETU,City/Town: Ketu | LGA: Ketu | Category: Tier 1 | Service: Dental,0,active
CREDIBLE EYE CARE LTD - IKORODU,Lagos,"Opposite Ferry Terminal, by Dangote Roundabout Ebute, Ikorodu, Lagos",City/Town: Ikorodu | LGA: Ikorodu | Category: Tier 1 | Service: Optical,0,active
CREDIBLE EYE CARE LTD - AGO PALACE,Lagos,"213, Ago Palace Way, (Between Green Field Estate and Hope Estate Gate), Lagos State.",City/Town: Ago Palace | LGA: Isolo Oshodi | Category: Tier 1 | Service: Optical,0,active
CREDIBLE EYE CARE LTD - EJIGBO,Lagos,"194B Egbe Road, Ori-Oke Bus Stop, opposite NNPC Fuel Station, Ejigbo, Lagos State",City/Town: Ejigbo | LGA: Alimosho | Category: Tier 1 | Service: Optical,0,active
"CREDIBLE EYE CARE LTD - OJODU, BERGER",Lagos,"16/20, Oremeta Street, Ojodu Berger Bus-Stop (Street Opposite Access Bank), Lagos State.",City/Town: Ojodu- Berger | LGA: Ikeja | Category: Tier 1 | Service: Optical,0,active
PAVIK EYE CLINIC & CONTACT LENS CENTER - ISOLO,Lagos,"112 Mushin Road Isolo. Lagos State, Nigeri",City/Town: Isolo | LGA: Oshodi Isolo LGA. | Category: Tier 1 | Service: Optical,0,active
HAVILAH EYE CARE OPTICAL SERVICE LTD - LAGOS,Lagos,"33 Osolo Way , By FCMB Bank, Ajao Estate, Lagos.",City/Town: Ajoa | LGA: Oshodi/ Isolo | Category: Tier 1 | Service: Optical,0,active
HAVILAH EYE CARE OPTICAL SERVICE LTD - ABUJA,Lagos,"16/20, Oremeta Street, Ojodu Berger Bus-Stop (Street Opposite Access Bank), Lagos State.",City/Town: Ojodu- Berger | LGA: Ikeja | Category: Tier 1 | Service: Optical,0,active
DOTHAN EYE CENTRE,Lagos,"11-14, El-Elyon plaza, 108, Ago palace way, By Femi kila B/stop, okota,Lagos",City/Town: Okota | LGA: Oshodi/ Isolo | Category: Tier 1 | Service: Optical,0,active
VIMA HOSPITAL,Lagos,"75, TOS Benson Road, (Beach Road), Beside Malok Filling General Hospital Road, Ikorodu, Lagos.Station, Opposite Domino Pizza,",City/Town: Ikorodu | LGA: Ikorodu | Category: Tier 1 | Service: General,0,active
MOUNT SINAI HOSPITAL,Lagos,"32, Olanubi Street Papa Ajao Mushin Wewe Bus stop Lagos State.",City/Town: Surulere | LGA: Surulere | Category: Tier 1 | Service: General,0,active
BAMITALE HOSPITAL,Lagos,"3, Folarin Street, Makun/Ojumele, Sagamu, Ogun State.",City/Town: Sagamu | LGA: Sagamu | Category: Tier 1 | Service: General,0,active
OLUFUNBI MEMORIAL HOSPITAL - IKORODU,Lagos,"9/11 Adenowo Mabadaje Street, Off Ebute-Igbogbo",City/Town: Ikorodu | LGA: Ikorodu | Category: Tier 1 | Service: General,0,active
CUTTING EDGE HOSPITAL,Lagos,"26, odugbose road opposite famous bus stop transformer Agbede agric",City/Town: Agric-Ikorodu | LGA: Ikorodu | Category: Tier 1 | Service: General,0,active
JOBI CLINIC AND MATERNITY HOSPITAL LTD,Lagos,"3/5, Adeyeri Owuyo Street, Ikorodu",City/Town: Ikorodu | LGA: Ikorodu | Category: Tier 1 | Service: General,0,active
HOSANNA MEDICAL CENTER,Lagos,"11, Barbington avenue ajelogo mile 12 ketu, Lagos.",City/Town: Ketu | LGA: Kosofe | Category: Tier 1 | Service: General,0,active
ABAJI GENERAL HOSPITAL,FCT - Abuja,Lokoja-Abuja Expressway,City/Town: Abaji | LGA: Abaji | Category: Tier 1 | Service: General / Referal,0,active
KWALI GENERAL HOSPITAL,FCT - Abuja,"Off Abaji / Lokoja Road, Abaji",City/Town: Abaji | LGA: Abaji | Category: Tier 1 | Service: General / Referal,0,active
ST PETER'S CATHOLIC HOSPITAL,FCT - Abuja,"ABUJA LOKOJA EXPRESS WAY, ABAJI",City/Town: Abaji | LGA: Abaji | Category: Tier 1 | Service: General,0,active
AYAURA COMMUNITY HEALTH CENTRE,FCT - Abuja,Lokoja-Abuja Expressway,City/Town: Abaji | LGA: Abaji | Category: Tier 1 | Service: General,0,active
LIFEWAY MEDICAL CENTRE,FCT - Abuja,PLOT 1593 ZONE E APO RESETTLEMENT,City/Town: Apo | LGA: Abuja Municipal | Category: Tier 2 | Service: General,0,active
CEDARCREST HOSPITALS LIMITED,FCT - Abuja,"NO 2 SAM MBAKWE STREET, APO",City/Town: Apo | LGA: Abuja Municipal | Category: Tier 5 | Service: General,0,active
EXCEL SPECIALIST HOSPITAL AND FERTILITY CENTER,FCT - Abuja,"1 GEORGE INNIH CRESCENT, ZONE E APO LEGISLATIVE QUARTERS",City/Town: Apo | LGA: Abuja Municipal | Category: Tier 3 | Service: General,0,active
NISA PREMIER,FCT - Abuja,15 17 ALEX EKUEME WAY,City/Town: Apo | LGA: Abuja Municipal | Category: Tier 4 | Service: General,0,active
QUEENS SPECIALIST HOSPITAL ABUJA,FCT - Abuja,PLOT 224 MARTIN EJEMBI APO BEFORE SHOPRITE ABUJA,City/Town: Apo | LGA: Abuja Municipal | Category: Tier 1 | Service: General,0,active
ARMY COMMAND and NAOWA HOSPITAL,FCT - Abuja,"Off DIA/Command Mess Road, Asokoro, FCT",City/Town: Asokoro | LGA: Abuja Municipal | Category: Tier 2 | Service: General,0,active
BLUE IVY MEDICAL CENTER,FCT - Abuja,"No. 2, Ajayi, Crowther Street, Asokoro,",City/Town: Asokoro | LGA: Abuja Municipal | Category: Tier 1 | Service: General,0,active
FAMILY CARE MULTICLINICS ABUJA,FCT - Abuja,9 LORD LUGARD STREET ASOKORO ABUJA,City/Town: Asokoro | LGA: Abuja Municipal | Category: Tier 3 | Service: General,0,active
BWARI GENERAL HOSP,FCT - Abuja,"3 KAWU ROAD, BWARI",City/Town: Bwari | LGA: Bwari | Category: Tier 1 | Service: General,0,active
GABIC DIVINE CLINIC AND MATERNITY,FCT - Abuja,"Sabon-gari, Road",City/Town: Bwari | LGA: Bwari | Category: Tier 1 | Service: General,0,active
OUR LADY OF FATIMA CATHOLIC HOSPITAL BWARI,FCT - Abuja,ALONG USHAFA ROAD BWARI AREA COUNCIL,City/Town: Bwari | LGA: Abuja Municipal | Category: Tier 1 | Service: General; also: Optical,0,active
SUMIT HOSPITAL ABUJA,FCT - Abuja,"USHAFA ROAD,BWARI",City/Town: Bwari | LGA: Bwari | Category: Tier 1 | Service: General,0,active
VIVA HOSPITAL,FCT - Abuja,"Opposite KC Plaza, Sabon-gari, Road, Bwari",City/Town: Bwari | LGA: Bwari | Category: Tier 1 | Service: General,0,active
LIMI HOSPITAL,FCT - Abuja,"Lee Moses Iseko Street, CBD, Abuja",City/Town: CBD | LGA: Abuja Municipal | Category: Tier 2 | Service: General,0,active
